courseID,course_category,course_start_date,course_end_date,pesel
193152655,C,2020-03-09,2020-05-21,16309320906
220950304,A,2020-03-01,2020-05-02,36025218074
148353732,D,2020-03-03,2020-07-05,17114083833
290075981,A,2020-03-24,2020-08-13,51645185419
394845399,B,2020-03-13,2020-06-12,64948955787
933599848,B,2020-03-24,2020-05-21,12002218067
764965056,B,2020-03-17,2020-07-29,11158937951
306080960,B,2020-03-03,2020-08-02,96531422630
432076753,A,2020-03-10,2020-07-02,24363680606
696432440,B,2020-03-29,2020-06-20,24528844782
212288754,B,2020-03-22,2020-08-04,84816139600
155010798,A,2020-03-10,2020-06-24,83813433057
327366709,B,2020-03-24,2020-05-26,68091719377
563888179,B1,2020-03-26,2020-06-14,96243885218
571035505,B,2020-03-24,2020-07-29,38155894796
278896534,B,2020-03-13,2020-07-14,37340250334
968068680,B,2020-03-22,2020-08-03,74164083896
925616698,B,2020-03-13,2020-05-07,93194840410
663540484,B,2020-03-07,2020-06-01,51295564103
392082040,C,2020-03-05,2020-08-10,29232327145
808953919,D,2020-03-04,2020-05-14,51182991902
917559560,B,2020-03-31,2020-09-15,25147231995
872493858,A,2020-03-15,2020-07-07,25036021585
793882645,B,2020-03-24,2020-06-01,18616437954
848398833,B,2020-03-26,2020-06-19,40931280614
316159193,B,2020-03-08,2020-06-05,75897602585
235901028,B,2020-03-24,2020-07-10,71035704018
782588937,B,2020-03-24,2020-07-29,89923003320
700528952,C,2020-03-14,2020-07-19,79458734242
112389784,B,2020-03-31,2020-08-03,51945286051
555165818,B,2020-03-21,2020-06-08,28933709487
521509831,B,2020-03-21,2020-07-11,42371739156
211931589,B,2020-03-27,2020-06-28,61839098945
223808967,B,2020-03-04,2020-05-04,82661652177
577179554,B,2020-03-27,2020-05-25,78613080821
340557649,B,2020-03-23,2020-06-29,15335400235
319035762,C,2020-03-24,2020-07-01,22523665513
258994414,B,2020-03-23,2020-06-17,11469850693
927539476,A,2020-03-20,2020-05-18,69288794510
158453447,A,2020-03-22,2020-08-06,48023180697
928997331,A,2020-03-15,2020-08-01,51034039899
365000221,A,2020-03-19,2020-07-25,50858829633
329618594,A,2020-03-26,2020-09-26,39304498010
236108403,A,2020-03-28,2020-09-11,92261138643
110725034,B,2020-03-05,2020-05-10,96592835295
912082992,B,2020-03-12,2020-08-06,26121093606
726483336,E,2020-03-17,2020-06-18,23494072172
854235622,B,2020-03-15,2020-05-02,93358074905
908397352,B,2020-03-13,2020-04-17,53380943691
822435934,D,2020-03-31,2020-07-25,11068637923
555310139,C,2020-03-07,2020-07-19,93502790957
959452252,E,2020-03-01,2020-05-02,32244806055
480259792,B,2020-03-28,2020-06-28,22358191144
290144246,B,2020-03-25,2020-08-03,77791063204
523228337,A,2020-03-01,2020-08-02,99285146943
672871434,B,2020-03-18,2020-06-07,74606558496
456543150,A,2020-03-27,2020-06-13,61239871539
654309393,B,2020-03-08,2020-08-29,56386742772
802336133,B,2020-03-07,2020-08-13,37652812244
483759038,D,2020-03-02,2020-06-08,59319177558
660902351,B,2020-03-05,2020-08-20,89592412956
883030837,B,2020-03-15,2020-09-14,73178555761
935682008,C,2020-03-07,2020-09-06,91204595762
918834932,A,2020-03-28,2020-07-18,87374264446
496895738,C,2020-03-06,2020-08-07,57322192101
275689587,C,2020-03-31,2020-07-01,11381405949
743662457,A,2020-03-19,2020-06-17,84560017606
276061204,A,2020-03-20,2020-07-07,73762782366
508676334,B,2020-03-05,2020-07-12,23079617912
350766560,B,2020-03-06,2020-08-08,71900779874
214086013,A,2020-03-21,2020-09-19,12506478858
867959701,B,2020-03-31,2020-07-01,15633363007
313933311,A,2020-03-20,2020-08-04,91605785143
468331999,B,2020-03-05,2020-06-19,57823960809
869956890,B,2020-03-18,2020-05-18,53439985001
190005015,D,2020-03-31,2020-07-12,98409307173
208335729,C,2020-03-11,2020-08-12,19544233036
331120336,B,2020-03-13,2020-05-11,72395433997
944786382,B,2020-03-12,2020-08-21,78359165136
564636951,B,2020-03-15,2020-08-13,94004810724
357915508,B,2020-03-23,2020-05-31,51921889504
268548717,C,2020-03-17,2020-08-02,78510152285
785534048,B,2020-03-26,2020-09-11,63421203393
865739421,AM,2020-03-14,2020-07-19,55547529587
106658926,C,2020-03-19,2020-08-30,80790352173
851004561,AM,2020-03-21,2020-08-07,29500327595
275917258,B,2020-03-11,2020-04-29,99624193641
531405620,B,2020-03-10,2020-06-20,32498112748
887895985,AM,2020-03-06,2020-07-21,20406245452
815723424,B,2020-03-08,2020-08-22,78962370983
316809588,B,2020-03-10,2020-07-21,32296103511
864747145,B,2020-03-19,2020-05-23,41247859346
821426552,AM,2020-03-17,2020-07-17,43843270223
536409459,D,2020-03-25,2020-06-24,37906378693
933330551,C,2020-03-23,2020-06-19,45068253766
826380670,B,2020-03-29,2020-06-11,59329503927
737213414,D,2020-03-06,2020-07-02,10738176508
820231559,B,2020-03-20,2020-07-06,96867289450
694502875,AM,2020-03-20,2020-07-31,20509756079
221825106,D,2020-03-13,2020-07-18,49105970342
911082790,D,2020-03-04,2020-07-30,68143471366
568147618,D,2020-03-28,2020-05-19,82246768285
112375072,B,2020-03-14,2020-08-21,73281590823
768636304,B,2020-03-13,2020-06-16,86120470850
478035719,B,2020-03-13,2020-08-28,37067030424
536846745,B,2020-03-26,2020-06-29,72671631420
717097373,A,2020-03-09,2020-09-09,44920306039
253275998,C,2020-03-19,2020-06-10,16524590374
114243095,B,2020-03-21,2020-09-06,89342109478
948397337,B,2020-03-16,2020-05-02,12722999649
132189343,B,2020-03-07,2020-04-24,73061367740
559460650,B,2020-03-20,2020-06-24,62454843097
345598883,A,2020-03-23,2020-05-12,97078160479
536973820,AM,2020-03-31,2020-08-17,63022166838
996729719,B,2020-03-31,2020-06-02,15460511691
815896423,B,2020-03-13,2020-08-07,12214456250
661358774,C,2020-03-20,2020-08-15,99690207428
148852771,B,2020-03-23,2020-08-29,60349241393
924197746,A,2020-03-21,2020-04-23,51341172830
916450865,A,2020-03-09,2020-07-12,63306890033
429803792,B,2020-03-29,2020-04-30,80268346616
589152853,B,2020-03-23,2020-06-02,35996991357
625840928,AM,2020-03-12,2020-05-22,81570238767
744232027,B,2020-03-29,2020-08-22,23183311519
238449482,A,2020-03-23,2020-07-17,77865578273
201747107,B,2020-03-06,2020-04-13,51898414997
310215456,C,2020-03-25,2020-09-23,16652099013
105457718,B,2020-03-13,2020-04-30,96215828245
837044371,B,2020-03-14,2020-06-05,12741138541
382198148,B,2020-03-30,2020-09-22,98776086059
844628659,A,2020-03-06,2020-04-05,94787613239
804344361,B,2020-03-14,2020-07-17,46470486991
214580164,A,2020-03-05,2020-08-28,62532775016
256198905,AM,2020-03-13,2020-06-10,77456539317
227570895,C,2020-03-27,2020-05-27,93085549653
458517219,C,2020-03-09,2020-06-22,59929476999
970119547,B,2020-03-30,2020-06-24,36055857577
861897100,B,2020-03-15,2020-05-03,52475951269
989227714,B,2020-03-24,2020-08-28,21828647854
157396908,A,2020-03-24,2020-07-01,89180367994
944982450,B,2020-03-27,2020-09-12,99952086916
212208204,A,2020-03-30,2020-06-29,22713730154
913404139,B,2020-03-18,2020-07-13,13849392698
817638119,B,2020-03-01,2020-07-06,94773810356
473161543,B,2020-03-05,2020-07-05,80255837061
282333595,B,2020-03-08,2020-08-05,65753664295
886312810,B,2020-03-29,2020-05-07,11570864187
490089825,A,2020-03-11,2020-07-11,10912914030
620262966,D,2020-03-20,2020-07-21,27770985791
470749371,C,2020-03-05,2020-08-05,34722965385
486614982,E,2020-03-05,2020-07-27,68677225692
167337510,B,2020-03-19,2020-05-07,29824035810
676783224,B,2020-03-21,2020-06-27,63698803507
365207274,A,2020-03-07,2020-05-16,37373132701
412460060,B,2020-03-04,2020-07-27,93135756823
181093114,B,2020-03-30,2020-05-31,73552862771
378519716,A,2020-03-30,2020-08-22,79577965428
369864269,B,2020-03-08,2020-09-02,67838630928
780169781,B,2020-03-22,2020-05-14,66401895764
282906505,B,2020-03-26,2020-06-06,96339435462
353798666,D,2020-03-23,2020-05-16,77983065493
640664549,A,2020-03-04,2020-08-29,62361631911
696809148,A,2020-03-14,2020-08-28,69629482878
399232528,B,2020-03-22,2020-05-07,24182967357
676623936,D,2020-03-30,2020-08-23,94312908356
264648155,A,2020-03-15,2020-06-13,12235239569
411147600,B,2020-03-29,2020-06-09,84238208740
392349524,A,2020-03-07,2020-07-06,87803757568
635611796,B,2020-03-05,2020-05-17,63797779199
282981202,A,2020-03-24,2020-07-03,85293193153
539561509,B,2020-03-24,2020-05-24,14407611142
911453977,B,2020-03-31,2020-06-14,18382518912
453575673,B1,2020-03-29,2020-06-28,69892855843
474108657,E,2020-03-11,2020-08-25,42333408767
399550912,B,2020-03-07,2020-04-29,66157631566
197820536,B,2020-03-19,2020-05-16,59905612299
760602837,A,2020-03-24,2020-07-31,66964680929
863715846,B,2020-03-26,2020-09-25,65373377081
490682519,B,2020-03-24,2020-09-15,25330314090
293068778,C,2020-03-29,2020-08-17,81728184385
572681994,A,2020-03-22,2020-04-30,75307672471
563409852,B,2020-03-15,2020-07-20,74197983955
682234049,C,2020-03-09,2020-07-04,53138930986
547845967,C,2020-03-19,2020-05-15,58951763219
303379554,A,2020-03-25,2020-09-10,49803848810
993468090,B,2020-03-24,2020-04-26,75046783158
361761666,B,2020-03-12,2020-07-28,32426186489
788559698,B,2020-03-04,2020-05-19,45922259311
193232203,A,2020-03-07,2020-05-30,12030526974
143726192,B,2020-03-26,2020-05-19,53983687156
489098527,A,2020-03-22,2020-06-23,57555610700
462024557,B,2020-03-23,2020-05-17,16266507890
517074254,E,2020-03-30,2020-09-18,36058362425
383737074,A,2020-03-20,2020-05-30,49745814262
439443724,C,2020-03-16,2020-08-10,46834543281
188221616,B,2020-03-27,2020-09-08,77335047649
320879853,B,2020-03-29,2020-06-07,79910308713
488759178,A,2020-03-12,2020-07-07,27676415645
634457253,B,2020-03-18,2020-04-25,85293045270
182907482,A,2020-03-19,2020-08-19,84581729643
743173598,C,2020-03-20,2020-08-28,74178475699
479310583,B,2020-03-10,2020-06-09,17215919437
699521962,B,2020-03-20,2020-07-15,97845976690
176344816,B,2020-03-23,2020-05-31,31873167595
872502828,C,2020-03-12,2020-04-28,61126304800
972203005,C,2020-03-17,2020-08-13,42230571464
654814732,B,2020-03-12,2020-05-28,87961109180
681221843,B,2020-03-18,2020-07-16,70716110736
975194559,B,2020-03-19,2020-09-01,81618004333
797719764,B,2020-03-15,2020-05-22,93668151517
292081913,D,2020-03-22,2020-04-28,90461054999
326166875,B1,2020-03-25,2020-08-11,66653672330
838353765,B,2020-03-01,2020-05-05,17713679716
866126875,A,2020-03-03,2020-05-26,24900126518
262692288,C,2020-03-05,2020-04-20,60311899925
423024472,A,2020-03-06,2020-08-07,43460994731
218793618,E,2020-03-18,2020-05-10,19477048106
882307208,B,2020-03-14,2020-07-14,92772340269
808769092,A,2020-03-28,2020-05-16,25228726663
484381059,B,2020-03-04,2020-06-02,84239506156
545595224,C,2020-03-05,2020-08-17,48764929777
730439315,B,2020-03-01,2020-08-11,21219043589
556728776,C,2020-03-21,2020-07-09,35267087188
913901270,B,2020-03-01,2020-04-29,82570590483
932063798,C,2020-03-29,2020-05-20,71690854391
668451945,B,2020-03-24,2020-07-06,71504766486
542103599,E,2020-03-19,2020-07-08,71485679695
844358043,B,2020-03-27,2020-08-14,31851486821
653238623,C,2020-03-02,2020-05-31,94803052594
724616629,B,2020-03-16,2020-05-04,32325076895
249726150,E,2020-03-02,2020-08-27,57079617897
244220208,D,2020-03-18,2020-08-03,45576305567
822056495,B,2020-03-09,2020-08-21,97742493168
297594440,A,2020-03-06,2020-04-28,82485252996
758925280,D,2020-03-17,2020-05-15,29921726598
537847257,C,2020-03-04,2020-05-02,44866389166
244298843,B,2020-03-01,2020-04-27,11745265855
250048560,C,2020-03-17,2020-05-11,96384343429
677771378,A,2020-03-14,2020-05-27,96776073004
706866110,B,2020-03-30,2020-08-22,63591847769
449339673,B1,2020-03-17,2020-08-01,93884047143
719580350,B,2020-03-15,2020-07-30,52865598807
296293899,B,2020-03-04,2020-05-12,93023993949
693398227,C,2020-03-30,2020-07-08,67112262937
286152549,C,2020-03-18,2020-07-02,41182222071
109073659,B,2020-03-21,2020-08-03,80364471998
232683906,B,2020-03-10,2020-05-16,48281264251
824179606,B,2020-03-11,2020-06-03,60817912845
694609095,B,2020-03-12,2020-07-21,20292977347
928187429,A,2020-03-01,2020-08-23,15037806241
914252407,B,2020-03-28,2020-07-30,52388426865
555635684,B,2020-03-14,2020-06-30,48664734372
279167919,E,2020-03-31,2020-07-18,19015016894
194658274,B,2020-03-18,2020-08-03,49626477178
983091753,B,2020-03-16,2020-08-07,35929362974
919672924,B1,2020-03-21,2020-08-29,47148294622
511832790,B,2020-03-31,2020-09-12,53754555582
199226271,B,2020-03-31,2020-05-27,33169151485
837611743,A,2020-03-09,2020-04-12,44916931474
378896913,C,2020-03-14,2020-05-16,99582392663
519022679,B,2020-03-29,2020-08-05,60839334345
889999625,A,2020-03-22,2020-06-30,91383195846
779797456,B,2020-03-07,2020-04-28,23564332217
189409888,B,2020-03-16,2020-06-14,21741032234
479208620,B,2020-03-14,2020-07-01,44149006945
106019105,C,2020-03-11,2020-06-17,38957649774
576246455,C,2020-03-13,2020-09-11,33392971734
465153355,D,2020-03-29,2020-09-16,20438691473
842971449,B,2020-03-29,2020-09-20,42408090727
911236303,B,2020-03-21,2020-09-07,51549996000
859378126,A,2020-03-22,2020-04-26,47913748036
220411880,A,2020-03-05,2020-04-06,24520514862
723667272,A,2020-03-03,2020-06-09,25386774052
364419054,A,2020-03-01,2020-06-22,11539658190
551847529,B,2020-03-11,2020-09-03,75033449863
868802953,B,2020-03-09,2020-07-04,53852066879
635235763,B,2020-04-23,2020-07-03,52075448671
732762735,B,2020-04-10,2020-10-02,14474539002
329530859,B,2020-04-02,2020-08-05,24769943368
628657074,E,2020-04-16,2020-10-14,22642908531
118735901,B,2020-04-20,2020-05-31,89003846154
278829068,B,2020-04-10,2020-09-10,86881186351
423258163,C,2020-04-19,2020-05-20,98054106434
967551293,B,2020-04-23,2020-06-20,64086261948
229016971,B,2020-04-03,2020-08-26,17652622037
146486540,A,2020-04-29,2020-10-01,13481458844
453258615,A,2020-04-01,2020-06-04,32875064933
720329230,B,2020-04-28,2020-07-14,97409443634
635511970,D,2020-04-22,2020-06-01,15043272847
440026331,D,2020-04-09,2020-05-31,69093716200
961698372,B,2020-04-17,2020-08-04,91396431481
305742149,B,2020-04-20,2020-10-01,63469639383
361576436,B,2020-04-18,2020-07-04,29801838565
877062857,D,2020-04-05,2020-09-18,88273426848
427889824,AM,2020-04-07,2020-07-13,43108798009
938505506,E,2020-04-05,2020-05-21,13813235644
846937752,C,2020-04-08,2020-07-30,45773076958
315467183,B,2020-04-08,2020-06-28,50301638056
555025413,C,2020-04-29,2020-10-17,20271167697
906353594,B,2020-04-06,2020-08-25,70828961757
246103409,C,2020-04-06,2020-08-16,79925153744
799554951,B,2020-04-24,2020-05-26,82148391508
250847158,B,2020-04-20,2020-05-29,10550822785
553214417,D,2020-04-27,2020-07-29,59090314067
521310474,A,2020-04-22,2020-08-07,27307029406
250970121,A,2020-04-19,2020-05-20,13310935059
593472246,D,2020-04-21,2020-09-22,27987446655
140458405,B,2020-04-18,2020-06-26,26201999760
925784817,E,2020-04-11,2020-05-22,89643176183
183096160,B,2020-04-30,2020-07-12,83368150291
403925816,B,2020-04-14,2020-06-23,52931847098
233656909,B,2020-04-06,2020-09-20,37574734993
185386701,C,2020-04-18,2020-09-08,20926141273
975057397,E,2020-04-23,2020-07-12,28294122341
868361348,B,2020-04-01,2020-06-11,31216791278
153984766,B,2020-04-06,2020-08-29,65983739443
628479296,B,2020-04-28,2020-10-20,63558425478
245085545,B,2020-04-01,2020-05-15,83859523058
882448908,B,2020-04-27,2020-08-29,89631913065
687112871,B1,2020-04-05,2020-07-20,93881073839
543938610,B,2020-04-03,2020-08-10,35936450500
888485803,B,2020-04-30,2020-06-26,19489924163
281290705,C,2020-04-03,2020-06-20,89628641224
486174727,A,2020-04-19,2020-09-16,90751254176
865158173,B,2020-04-25,2020-07-27,56529231675
775561471,B1,2020-04-22,2020-06-22,99955272403
498132603,D,2020-04-09,2020-06-06,72360959263
739585006,B,2020-04-13,2020-09-18,79739355204
351329365,B,2020-04-10,2020-09-26,99197757224
119186575,B,2020-04-05,2020-08-11,15594356243
698799131,B,2020-04-14,2020-10-03,77428977785
774309669,B,2020-04-28,2020-07-04,48375525739
705136276,B,2020-04-01,2020-06-14,84530921122
570644206,B,2020-04-30,2020-10-31,76010465531
795687598,B1,2020-04-17,2020-07-17,62227592694
277170027,B,2020-04-13,2020-08-24,14068505266
492085435,A,2020-04-20,2020-07-07,13349457373
712701288,B,2020-04-20,2020-07-29,93705837151
641678011,B,2020-04-12,2020-06-11,34162725044
349145554,C,2020-04-21,2020-10-04,61611274545
343942043,B,2020-04-02,2020-07-23,70246134470
481454499,B,2020-04-12,2020-07-19,59294726119
946409432,B1,2020-04-15,2020-08-21,40892965380
339055403,A,2020-04-17,2020-07-29,88234333965
140053144,B,2020-04-13,2020-07-24,53923189581
178560471,A,2020-04-30,2020-10-28,44920646347
649359498,B,2020-04-10,2020-08-07,99217364653
639219070,B,2020-04-02,2020-06-02,34823833207
713851529,B,2020-04-01,2020-08-18,75735558234
693336150,B,2020-04-26,2020-09-09,14593062411
400244062,A,2020-04-23,2020-08-03,53816870819
568405408,B,2020-04-09,2020-05-14,34359900131
563545542,AM,2020-04-27,2020-06-11,40969251240
659486066,A,2020-04-13,2020-08-03,15927702311
691226875,B,2020-04-02,2020-05-22,71430006319
999613166,B,2020-04-11,2020-07-31,93432342534
390249712,D,2020-04-19,2020-09-27,42554197153
325086631,C,2020-04-02,2020-05-18,31291518255
628673008,B1,2020-04-16,2020-07-09,64951536511
113172056,A,2020-04-16,2020-08-14,86144833524
345161897,B,2020-04-16,2020-06-10,30174860065
171830408,B,2020-04-18,2020-08-31,78262547340
133767870,B,2020-04-02,2020-09-13,45636779082
969116993,B,2020-04-02,2020-09-09,97445488682
453778789,B,2020-04-21,2020-06-16,12900525173
881876227,E,2020-04-14,2020-06-15,34284490473
105630009,AM,2020-04-11,2020-06-22,12012586216
412127803,A,2020-04-24,2020-10-22,84372775079
556991172,B,2020-04-09,2020-09-17,97196189240
928221286,B,2020-04-27,2020-10-13,98996970174
766778364,B,2020-04-01,2020-07-25,89773626868
246036931,B,2020-04-03,2020-05-18,27075035248
536770288,B,2020-04-05,2020-08-15,55717998384
671059304,B,2020-04-28,2020-09-09,45464115353
864339936,A,2020-04-14,2020-08-02,53909079805
531570729,AM,2020-04-28,2020-10-28,43193989256
314069454,B,2020-04-30,2020-07-07,92706759452
546623082,A,2020-04-15,2020-08-15,35291395674
993523033,A,2020-04-11,2020-05-26,65230019326
685872630,D,2020-04-14,2020-09-02,61295026338
688734607,B,2020-04-01,2020-10-01,70234818880
253535223,B,2020-04-21,2020-07-26,96884972761
238479364,E,2020-04-22,2020-10-14,31045994242
450413634,AM,2020-04-05,2020-06-11,34501650956
411160844,B1,2020-04-07,2020-08-10,53141634185
542390942,E,2020-04-12,2020-05-16,74628298316
215129945,A,2020-04-16,2020-06-03,62482610376
426204877,B1,2020-04-21,2020-06-09,86079205454
834692391,B,2020-04-22,2020-08-06,50099788515
772726847,E,2020-04-03,2020-07-25,91308862764
740683258,A,2020-04-09,2020-08-02,97383435234
740353557,B1,2020-04-16,2020-05-22,98487235226
927917935,B,2020-04-20,2020-06-15,29565894475
233713807,B,2020-04-13,2020-08-09,94936451785
450221528,B,2020-04-15,2020-05-23,70065367620
635288936,B,2020-04-01,2020-06-16,21485929975
894653277,A,2020-04-20,2020-08-04,51629672633
266428128,B,2020-04-21,2020-10-20,91182728934
115731549,A,2020-04-06,2020-09-20,97792843021
494034376,B,2020-04-28,2020-09-16,20000800613
900576084,C,2020-04-14,2020-05-24,27284847313
292862543,B,2020-04-24,2020-06-20,60970273596
678234575,A,2020-04-20,2020-09-22,92640387691
658558381,A,2020-04-18,2020-07-10,72738748797
734522999,C,2020-04-12,2020-06-28,11774468477
559747563,E,2020-04-03,2020-05-17,57711092414
668177585,B,2020-04-15,2020-06-27,70073897732
645040754,B,2020-04-07,2020-07-02,87591457014
458693576,A,2020-04-23,2020-06-22,86392218826
520092859,C,2020-04-05,2020-05-16,53113017732
911509756,AM,2020-04-26,2020-06-09,26640239821
387027375,B,2020-04-13,2020-09-24,39188116021
578757004,D,2020-04-11,2020-06-01,60291266690
795158431,C,2020-04-20,2020-10-20,66387465240
762598769,B,2020-04-02,2020-07-12,18215493913
305167336,A,2020-04-11,2020-09-15,64519694847
424714635,C,2020-04-26,2020-08-03,72395612707
899158061,B,2020-04-17,2020-10-17,68081720159
474846070,A,2020-04-13,2020-07-10,18179534092
678244615,B,2020-04-07,2020-08-30,84872315982
329223590,A,2020-04-14,2020-08-10,90501944384
551313421,A,2020-04-16,2020-08-15,29368926301
878428658,D,2020-04-24,2020-06-11,73326989292
312649942,A,2020-04-01,2020-09-10,84256098632
479970867,B,2020-04-24,2020-09-25,45694636205
553053594,B,2020-04-13,2020-09-26,76106290741
902280517,B,2020-04-08,2020-07-19,75514648667
146067534,C,2020-04-12,2020-06-11,38412821902
672277122,AM,2020-04-17,2020-07-09,66063354688
818998484,B,2020-04-01,2020-07-28,30842928295
481095425,D,2020-04-07,2020-06-17,68493054638
936313033,B,2020-04-18,2020-09-04,43717842187
776031783,A,2020-04-03,2020-06-27,89039978796
579494568,C,2020-04-24,2020-07-05,36794798847
569941152,B1,2020-04-26,2020-09-17,71815697606
874150821,B,2020-04-27,2020-09-15,85585249417
154164576,A,2020-04-23,2020-08-29,36389271016
526287433,B,2020-04-27,2020-10-04,83062903174
202053292,A,2020-04-02,2020-05-04,79901175077
556721585,C,2020-04-22,2020-06-04,68330162822
499024135,C,2020-04-07,2020-08-02,88241389037
776916041,D,2020-04-04,2020-07-19,70930184082
901719378,B,2020-04-28,2020-08-12,45538563913
895274256,A,2020-04-08,2020-05-26,37516891691
224665937,B,2020-04-16,2020-08-21,40724216711
398275022,AM,2020-04-15,2020-09-04,83739403371
312074312,D,2020-04-06,2020-07-17,38504079595
455601273,B,2020-04-09,2020-06-15,67101843481
993409370,B,2020-04-30,2020-09-08,21756028695
770693672,B,2020-04-14,2020-05-17,47906280060
726250091,B,2020-04-10,2020-09-27,59612218398
269397065,B,2020-04-12,2020-06-17,52414658054
785531242,A,2020-04-20,2020-06-24,19579235814
828929207,A,2020-04-19,2020-09-14,14189760876
558052440,AM,2020-04-01,2020-08-02,35735139700
586478807,D,2020-04-07,2020-09-13,31958464804
906338312,B,2020-04-26,2020-08-06,24584755412
512575248,B,2020-04-21,2020-10-07,61444237878
475157826,B,2020-04-21,2020-10-13,18135424383
279495506,B,2020-04-15,2020-05-31,53244648837
256130516,B,2020-04-18,2020-08-23,89609158295
758139364,B,2020-04-22,2020-06-25,60920932329
896345447,B,2020-04-10,2020-08-27,99081369336
866997500,B,2020-04-08,2020-08-12,18640531399
730539012,A,2020-04-14,2020-08-24,98457782365
600166084,D,2020-04-30,2020-07-02,52622536149
361545627,B,2020-04-29,2020-06-04,97241109734
373941242,B,2020-04-28,2020-08-08,21624512306
151263054,B,2020-04-29,2020-10-03,56145836870
644753307,B,2020-04-06,2020-06-20,89929160978
349506349,B,2020-04-27,2020-07-22,19746653629
606466787,C,2020-04-07,2020-08-15,80963170006
942945429,B,2020-04-18,2020-06-06,81224198322
885421164,B,2020-04-24,2020-08-31,73558430646
508053113,B,2020-04-20,2020-09-18,43851843734
874898243,A,2020-04-07,2020-10-01,19484221762
267303254,A,2020-04-04,2020-05-19,12603093748
124977965,B,2020-04-11,2020-08-31,44982173761
240551015,B,2020-04-29,2020-07-09,48458990883
948736537,E,2020-04-09,2020-07-12,55615078534
604009399,B,2020-04-11,2020-07-30,15664528313
729012892,E,2020-04-27,2020-10-28,49093238096
876587377,B,2020-04-27,2020-10-25,36434445898
776521074,B,2020-04-18,2020-07-29,79415802701
889271874,B,2020-04-15,2020-06-11,77709309148
297308374,B,2020-04-07,2020-08-07,17278421472
417324229,C,2020-04-22,2020-10-22,46874550507
529251620,B,2020-04-01,2020-09-26,92090176495
489532050,A,2020-04-06,2020-07-02,68655491291
707346844,B,2020-04-23,2020-07-13,47649932387
321611502,D,2020-04-06,2020-08-05,43546346947
735592353,A,2020-04-29,2020-07-25,61852112116
421998322,A,2020-04-02,2020-07-15,31266128512
319463173,B,2020-04-18,2020-09-13,79066930692
522905606,B,2020-04-15,2020-09-29,97410155940
869566829,B,2020-04-08,2020-09-27,58627115200
578005212,B,2020-04-04,2020-08-27,88406166702
962641971,B,2020-04-28,2020-10-12,71927817546
980241382,B,2020-04-01,2020-06-18,26467770042
904761604,B,2020-04-05,2020-07-16,41938632262
461696744,B,2020-04-23,2020-07-14,55751304701
966039725,B,2020-04-18,2020-10-14,37059843181
549483830,B,2020-04-09,2020-09-20,56601681159
181515977,B,2020-04-11,2020-08-20,69656846097
668491038,B,2020-04-02,2020-09-11,38845770321
487321506,B,2020-04-04,2020-05-30,34239687303
739402403,B,2020-04-05,2020-07-24,66939902016
647774713,B,2020-04-17,2020-09-21,44746893763
399596581,C,2020-04-30,2020-08-06,75354062691
707420888,B,2020-04-05,2020-10-05,26709062350
228579745,B,2020-04-04,2020-07-13,89521180723
558901094,B,2020-04-30,2020-06-22,89733346830
439326474,B,2020-04-24,2020-06-15,93338698248
611836824,A,2020-04-14,2020-06-03,28395343052
205386426,B,2020-04-28,2020-07-02,92013657845
929804155,C,2020-04-12,2020-08-25,91117610097
149190722,B,2020-04-11,2020-05-31,74546840594
110822865,D,2020-04-23,2020-07-16,18817733421
272820030,B,2020-04-03,2020-09-16,41510609377
914619448,B,2020-04-26,2020-07-12,96366728321
654083365,AM,2020-04-07,2020-09-16,22696679843
602468225,D,2020-04-29,2020-07-15,72465643207
667031946,C,2020-04-02,2020-05-15,71709061448
812062752,B,2020-04-03,2020-05-18,99906925536
665134098,B,2020-04-08,2020-08-16,72346708405
951847673,B,2020-04-22,2020-07-29,30770964095
990784865,B,2020-04-29,2020-10-10,44599716245
893958429,B,2020-04-07,2020-08-12,54056574782
326670683,B,2020-04-19,2020-09-17,99188610329
467558427,B,2020-04-07,2020-09-14,50643904814
747901020,B,2020-04-23,2020-10-19,41806603014
742534192,B,2020-04-21,2020-06-21,25222558979
952144126,B,2020-04-02,2020-07-15,36361638194
272808315,B,2020-04-28,2020-07-09,78385052106
552183573,A,2020-04-25,2020-10-22,53193555806
187268545,C,2020-04-02,2020-09-27,59454667288
298862750,C,2020-04-13,2020-10-05,97236425683
754440608,B,2020-04-24,2020-07-08,89605013782
188213697,A,2020-04-02,2020-07-29,46528681183
652269923,C,2020-04-23,2020-06-22,29291188083
587011466,B,2020-04-23,2020-09-18,55097926436
169586075,B,2020-04-01,2020-05-29,65478008387
197373661,D,2020-04-17,2020-10-11,36503217110
890814891,A,2020-04-20,2020-10-16,57237610892
709731180,B,2020-04-01,2020-08-21,49564508470
556233117,B,2020-04-19,2020-06-26,31950094833
427865947,B1,2020-04-07,2020-09-22,77916293820
217348210,E,2020-04-25,2020-07-15,95945658539
558456709,A,2020-04-22,2020-05-26,49737608474
427352903,B,2020-04-28,2020-09-22,45654775871
532269128,D,2020-04-05,2020-06-01,95717151766
756754679,A,2020-04-10,2020-05-20,45497892327
688613308,B,2020-04-17,2020-10-10,25557863057
548048723,B,2020-04-04,2020-06-27,45778893294
510625048,D,2020-04-22,2020-07-16,44029119827
197807610,B,2020-04-21,2020-09-01,89530867409
349273398,A,2020-04-06,2020-06-30,17981486100
